sales_id,employee_id,date,client_id,sales_amont
1873,1039,12/25/2019,140, $6214.75 
2075,1039,2/17/2020,144, $5265.47 
2295,1039,3/14/2020,111, $8956.65 
2430,1039,3/3/2020,152, $3701.79 
2547,1039,4/14/2020,159, $6400.07 
1391,1042,10/22/2020,111, $4008.27 
1719,1042,11/4/2020,101, $4806.18 
2210,1042,2/6/2020,140, $5371.69 
2388,1042,3/24/2020,119, $7184.14 
2418,1042,3/28/2020,153, $6928.02 
2508,1042,4/1/2020,130, $8054.21 
2537,1042,4/13/2020,119, $8119.92 
2699,1042,4/30/2020,126, $5923.89 
2896,1042,5/24/2020,110, $9580.22 
2958,1042,5/31/2020,131, $9712.34 
1211,1044,1/4/2020,103, $6280.16 
1322,1044,10/15/2020,129, $7356.78 
1399,1044,10/23/2020,132, $4639.95 
1874,1044,12/25/2019,118, $9340.21 
2134,1044,2/24/2020,128, $4528.79 
2282,1044,3/13/2020,129, $6948.92 
2419,1044,3/28/2020,160, $4770.39 
3691,1044,8/31/2020,113, $4186.48 
3892,1044,9/25/2020,109, $4605.42 
3946,1044,9/30/2020,107, $5719.31 
1026,1052,1/12/2020,150, $9103.09 
1219,1052,1/5/2020,122, $3907.66 
1371,1052,10/20/2020,111, $3542.53 
1637,1052,11/21/2020,121, $9495.78 
2308,1052,3/15/2020,114, $3431.93 
2548,1052,4/14/2020,159, $9199.63 
2959,1052,5/31/2020,160, $7901.05 
3351,1052,7/2/2020,117, $6869.64 
3554,1052,8/17/2020,112, $3067.17 
3735,1052,8/7/2020,154, $7670.83 
1372,1055,10/20/2020,155, $9442.67 
1923,1055,12/3/2019,141, $9998.34 
2029,1055,2/11/2020,150, $9953.17 
2232,1055,2/8/2020,116, $6111.39 
2638,1055,4/25/2020,114, $8759.86 
2646,1055,4/26/2020,123, $3766.86 
3009,1055,5/9/2020,110, $9626.08 
3093,1055,6/17/2020,104, $5163.85 
3474,1055,7/7/2020,138, $9845.02 
3723,1055,8/6/2020,130, $8759.83 
1006,1063,1/10/2020,114, $9868.94 
1230,1063,1/6/2020,115, $7392.39 
1392,1063,10/22/2020,153, $6892.17 
1638,1063,11/21/2020,157, $7200.55 
1798,1063,12/13/2019,158, $3959.89 
1809,1063,12/15/2019,123, $7817.93 
2193,1063,2/4/2020,144, $5456.19 
2324,1063,3/17/2020,118, $7906.99 
2792,1063,5/13/2020,118, $4855.58 
3588,1063,8/21/2020,101, $4396.12 
1038,1064,1/13/2020,116, $8297.88 
1068,1064,1/16/2020,153, $7179.88 
1484,1064,10/4/2020,143, $3833.13 
1769,1064,12/10/2019,158, $8220.90 
2377,1064,3/23/2020,111, $4316.28 
2509,1064,4/1/2020,140, $9891.32 
2769,1064,5/10/2020,148, $3906.12 
2808,1064,5/15/2020,122, $4515.87 
2908,1064,5/26/2020,158, $7830.33 
2927,1064,5/28/2020,107, $7522.14 
1220,1068,1/5/2020,135, $9589.94 
1707,1068,11/3/2020,129, $6008.81 
1782,1068,12/12/2019,143, $9828.32 
1810,1068,12/15/2019,135, $4654.01 
1816,1068,12/16/2019,143, $5386.14 
2225,1068,2/7/2020,157, $6768.38 
2424,1068,3/29/2020,127, $8249.85 
2516,1068,4/10/2020,135, $5672.64 
2606,1068,4/20/2020,123, $6548.17 
3361,1068,7/20/2020,158, $3294.72 
1039,1071,1/13/2020,125, $7261.25 
1356,1071,10/19/2020,111, $5814.05 
2011,1071,2/1/2020,117, $6993.88 
2121,1071,2/22/2020,114, $6567.07 
2142,1071,2/25/2020,156, $3733.77 
2264,1071,3/10/2020,160, $9058.68 
2420,1071,3/28/2020,150, $7865.09 
2843,1071,5/18/2020,153, $3260.96 
3362,1071,7/20/2020,109, $7746.58 
3982,1071,9/8/2020,103, $3424.99 
1251,1072,1/8/2020,115, $6240.31 
1342,1072,10/17/2020,140, $4206.54 
1400,1072,10/23/2020,105, $4456.50 
1837,1072,12/2/2019,128, $3565.84 
2568,1072,4/16/2020,126, $8126.34 
2995,1072,5/7/2020,139, $5166.69 
3062,1072,6/14/2020,120, $3592.43 
3188,1072,6/26/2020,138, $9664.88 
3262,1072,6/9/2020,125, $9389.72 
3807,1072,9/16/2020,110, $4154.10 
1069,1073,1/16/2020,145, $8278.55 
1125,1073,1/21/2020,111, $5371.20 
2348,1073,3/2/2020,147, $4539.26 
2576,1073,4/17/2020,102, $3603.25 
2715,1073,4/5/2020,103, $8862.09 
2784,1073,5/12/2020,132, $7170.72 
3046,1073,6/12/2020,152, $9250.97 
3180,1073,6/25/2020,147, $4784.89 
3521,1073,8/12/2020,157, $7005.99 
3646,1073,8/27/2020,142, $6310.96 
1040,1077,1/13/2020,150, $3117.97 
1373,1077,10/20/2020,114, $8663.04 
1416,1077,10/25/2020,121, $4371.81 
1429,1077,10/27/2020,121, $7201.60 
1442,1077,10/28/2020,122, $9041.78 
1857,1077,12/22/2019,146, $9409.19 
2200,1077,2/5/2020,149, $5801.04 
2647,1077,4/26/2020,145, $5677.34 
3315,1077,7/15/2020,135, $7781.14 
3724,1077,8/6/2020,127, $3586.22 
1613,1079,11/19/2020,115, $9874.65 
1954,1079,12/4/2019,109, $8451.05 
2012,1079,2/1/2020,145, $5087.43 
2569,1079,4/16/2020,136, $5442.55 
2855,1079,5/2/2020,122, $8061.17 
2941,1079,5/3/2020,143, $7476.09 
2951,1079,5/30/2020,107, $5120.58 
2983,1079,5/6/2020,128, $7973.53 
3122,1079,6/2/2020,139, $8296.16 
3983,1079,9/8/2020,114, $8002.19 
1126,1081,1/21/2020,105, $6817.15 
1254,1081,1/9/2020,129, $9082.75 
1357,1081,10/19/2020,124, $5795.97 
2021,1081,2/10/2020,152, $7840.21 
3094,1081,6/17/2020,115, $8753.00 
3181,1081,6/25/2020,155, $9013.46 
3199,1081,6/28/2020,136, $3467.80 
3316,1081,7/15/2020,140, $7718.02 
3482,1081,7/8/2020,132, $6796.26 
3532,1081,8/14/2020,144, $5100.12 
1136,1082,1/22/2020,140, $8897.92 
1443,1082,10/28/2020,116, $3085.48 
1575,1082,11/14/2020,134, $7072.54 
2022,1082,2/10/2020,136, $7683.59 
2233,1082,2/8/2020,121, $3148.51 
2439,1082,3/30/2020,160, $9451.27 
2577,1082,4/17/2020,157, $9711.53 
2639,1082,4/25/2020,142, $7371.10 
3555,1082,8/17/2020,128, $9812.96 
3784,1082,9/13/2020,108, $6499.35 
1430,1089,10/27/2020,107, $6555.03 
1518,1089,10/7/2020,151, $3352.92 
2023,1089,2/10/2020,150, $6290.74 
2082,1089,2/18/2020,138, $7976.80 
2211,1089,2/6/2020,123, $9388.83 
3040,1089,6/11/2020,102, $3814.75 
3305,1089,7/14/2020,105, $8238.80 
3400,1089,7/25/2020,141, $9621.28 
3770,1089,9/12/2020,105, $4604.20 
3869,1089,9/22/2020,103, $8095.09 
1007,1090,1/10/2020,117, $8106.34 
1116,1090,1/20/2020,126, $4501.74 
1323,1090,10/15/2020,137, $3045.81 
1431,1090,10/27/2020,139, $6983.33 
1924,1090,12/3/2019,142, $3616.47 
2793,1090,5/13/2020,118, $9079.27 
2879,1090,5/22/2020,104, $4455.41 
3273,1090,7/10/2020,130, $6808.89 
3632,1090,8/25/2020,123, $5375.93 
3647,1090,8/27/2020,153, $6499.19 
1382,1093,10/21/2020,129, $8201.66 
1700,1093,11/29/2020,132, $7844.67 
1754,1093,11/9/2020,117, $5134.80 
1811,1093,12/15/2019,104, $4395.16 
1932,1093,12/30/2019,153, $7470.87 
1959,1093,12/5/2019,151, $7846.32 
1983,1093,12/7/2019,132, $7743.67 
2143,1093,2/25/2020,143, $4669.26 
2909,1093,5/26/2020,138, $9417.69 
3911,1093,9/27/2020,110, $6922.58 
1519,1094,10/7/2020,122, $6490.79 
1558,1094,11/11/2020,157, $4814.08 
2067,1094,2/16/2020,118, $6428.74 
2378,1094,3/23/2020,146, $3322.88 
2856,1094,5/2/2020,139, $6042.70 
3041,1094,6/11/2020,136, $7983.68 
3063,1094,6/14/2020,122, $3303.53 
3110,1094,6/19/2020,110, $5607.87 
3381,1094,7/23/2020,154, $9050.30 
3760,1094,9/11/2020,137, $7391.85 
1153,1095,1/25/2020,142, $4807.47 
1998,1095,12/9/2019,145, $5895.32 
2129,1095,2/23/2020,117, $6472.84 
2457,1095,3/4/2020,109, $4491.99 
2458,1095,3/4/2020,110, $5692.08 
2857,1095,5/2/2020,104, $3364.34 
3160,1095,6/23/2020,122, $3810.15 
3282,1095,7/11/2020,155, $6701.70 
3610,1095,8/23/2020,143, $8930.48 
3673,1095,8/29/2020,147, $5129.74 
1331,1096,10/16/2020,154, $3336.37 
1783,1096,12/12/2019,159, $3209.88 
2060,1096,2/15/2020,106, $6760.41 
2068,1096,2/16/2020,153, $6204.25 
2234,1096,2/8/2020,118, $9294.53 
2467,1096,3/5/2020,105, $4547.73 
2921,1096,5/27/2020,147, $6796.28 
2922,1096,5/27/2020,159, $7541.64 
3540,1096,8/15/2020,120, $4765.43 
3798,1096,9/15/2020,124, $4811.02 
1198,1097,1/30/2020,146, $6579.34 
1475,1097,10/31/2020,108, $6782.38 
1520,1097,10/7/2020,110, $5789.72 
1568,1097,11/13/2020,146, $7061.80 
1614,1097,11/19/2020,142, $9093.35 
1683,1097,11/27/2020,118, $8895.27 
3363,1097,7/20/2020,148, $8315.40 
3466,1097,7/6/2020,108, $6357.66 
3577,1097,8/2/2020,146, $7837.66 
3841,1097,9/2/2020,152, $7244.27 
1001,1098,1/1/2020,122, $7724.52 
1143,1098,1/23/2020,107, $7646.79 
1383,1098,10/21/2020,158, $3657.43 
1887,1098,12/27/2019,124, $6782.71 
2379,1098,3/23/2020,112, $4374.14 
2910,1098,5/26/2020,140, $4535.89 
2928,1098,5/28/2020,154, $6504.37 
3283,1098,7/11/2020,140, $3642.22 
3439,1098,7/30/2020,104, $3154.52 
3600,1098,8/22/2020,128, $7688.79 
1051,1101,1/14/2020,151, $7097.87 
1109,1101,1/2/2020,128, $3851.08 
1417,1101,10/25/2020,123, $4205.11 
1720,1101,11/4/2020,114, $3958.69 
1947,1101,12/31/2019,135, $8334.92 
2226,1101,2/7/2020,138, $9884.88 
3123,1101,6/2/2020,156, $4042.65 
3589,1101,8/21/2020,130, $6618.23 
3702,1101,8/4/2020,131, $7635.31 
3850,1101,9/20/2020,107, $8139.19 
1100,1104,1/19/2020,115, $8407.90 
1521,1104,10/7/2020,159, $8335.92 
1648,1104,11/22/2020,160, $3009.79 
1748,1104,11/8/2020,115, $6600.54 
1784,1104,12/12/2019,129, $6822.70 
1897,1104,12/28/2019,151, $4198.09 
2389,1104,3/24/2020,113, $9281.93 
2517,1104,4/10/2020,105, $6547.44 
3401,1104,7/25/2020,146, $8529.02 
3711,1104,8/5/2020,129, $8099.55 
1606,1108,11/18/2020,130, $5723.03 
1661,1108,11/24/2020,116, $8740.93 
2252,1108,3/1/2020,123, $6695.78 
2380,1108,3/23/2020,112, $6948.58 
2828,1108,5/17/2020,130, $9035.02 
3010,1108,5/9/2020,101, $9450.80 
3143,1108,6/21/2020,138, $3945.47 
3317,1108,7/15/2020,114, $8501.00 
3808,1108,9/16/2020,103, $9410.51 
3893,1108,9/25/2020,121, $4189.46 
1101,1109,1/19/2020,147, $7471.74 
1162,1109,1/26/2020,127, $7613.88 
1364,1109,10/2/2020,149, $9953.42 
1508,1109,10/6/2020,156, $7255.40 
1619,1109,11/2/2020,130, $7468.51 
1822,1109,12/17/2019,120, $4417.37 
3144,1109,6/21/2020,143, $7750.60 
3467,1109,7/6/2020,124, $3157.27 
3621,1109,8/24/2020,133, $9951.32 
3894,1109,9/25/2020,134, $6531.51 
1070,1111,1/16/2020,158, $4290.66 
1374,1111,10/20/2020,107, $9790.99 
1485,1111,10/4/2020,116, $7367.05 
1898,1111,12/28/2019,127, $6886.34 
2212,1111,2/6/2020,132, $3823.46 
2984,1111,5/6/2020,149, $7540.45 
3002,1111,5/8/2020,141, $3262.98 
3556,1111,8/17/2020,125, $8011.38 
3570,1111,8/19/2020,158, $4268.57 
3984,1111,9/8/2020,109, $3810.83 
1562,1118,11/12/2020,126, $6123.53 
1755,1118,11/9/2020,129, $9692.98 
2425,1118,3/29/2020,123, $8078.79 
2858,1118,5/2/2020,121, $6913.69 
2923,1118,5/27/2020,118, $7878.95 
2929,1118,5/28/2020,134, $7030.94 
3083,1118,6/16/2020,108, $5226.03 
3343,1118,7/19/2020,128, $3368.08 
3590,1118,8/21/2020,139, $7036.52 
3648,1118,8/27/2020,103, $7323.95 
1016,1120,1/11/2020,124, $8599.04 
1401,1120,10/23/2020,116, $6404.28 
1402,1120,10/23/2020,148, $6375.01 
2410,1120,3/27/2020,116, $5945.45 
3284,1120,7/11/2020,118, $6990.26 
3364,1120,7/20/2020,155, $3209.74 
3526,1120,8/13/2020,150, $6550.22 
3541,1120,8/15/2020,132, $3643.14 
3611,1120,8/23/2020,137, $5958.45 
3622,1120,8/24/2020,125, $9859.26 
1785,1121,12/12/2019,120, $3345.17 
1817,1121,12/16/2019,136, $3705.47 
2144,1121,2/25/2020,151, $8251.32 
2174,1121,2/29/2020,140, $8087.46 
2235,1121,2/8/2020,108, $3761.95 
2359,1121,3/21/2020,146, $8810.68 
3111,1121,6/19/2020,105, $5888.84 
3509,1121,8/11/2020,126, $4730.24 
3649,1121,8/27/2020,158, $7105.52 
3703,1121,8/4/2020,138, $7001.10 
1177,1129,1/28/2020,131, $3609.54 
1734,1129,11/6/2020,106, $5748.77 
2135,1129,2/24/2020,126, $7979.01 
2309,1129,3/15/2020,117, $3064.72 
2661,1129,4/27/2020,141, $3244.51 
2844,1129,5/18/2020,116, $4397.13 
3253,1129,6/7/2020,143, $7860.20 
3382,1129,7/23/2020,121, $5996.30 
3383,1129,7/23/2020,137, $5933.02 
3601,1129,8/22/2020,110, $4004.86 
1154,1131,1/25/2020,138, $7059.39 
1301,1131,10/13/2020,124, $8870.41 
1630,1131,11/20/2020,131, $9218.34 
1654,1131,11/23/2020,133, $9694.19 
1708,1131,11/3/2020,132, $6007.29 
1974,1131,12/6/2019,137, $9137.40 
2047,1131,2/14/2020,149, $5091.69 
2111,1131,2/21/2020,137, $4069.84 
2244,1131,2/9/2020,121, $3001.95 
3692,1131,8/31/2020,154, $4485.40 
1829,1142,12/18/2019,150, $6943.07 
2194,1142,2/4/2020,147, $8352.83 
2283,1142,3/13/2020,109, $4847.23 
2411,1142,3/27/2020,104, $8400.68 
2711,1142,4/4/2020,109, $9724.16 
3034,1142,6/10/2020,126, $3888.59 
3240,1142,6/5/2020,104, $6792.39 
3266,1142,7/1/2020,108, $7007.74 
3339,1142,7/18/2020,110, $6804.51 
3664,1142,8/28/2020,146, $9880.76 
1017,1143,1/11/2020,143, $6598.81 
1690,1143,11/28/2020,106, $3617.29 
2284,1143,3/13/2020,105, $6974.16 
2431,1143,3/3/2020,134, $3838.56 
2952,1143,5/30/2020,157, $3128.58 
2964,1143,5/4/2020,151, $3243.91 
3161,1143,6/23/2020,111, $4403.07 
3204,1143,6/29/2020,160, $8396.43 
3860,1143,9/21/2020,108, $4542.41 
3923,1143,9/28/2020,138, $9296.48 
1027,1148,1/12/2020,113, $5182.48 
1082,1148,1/17/2020,139, $6292.73 
1117,1148,1/20/2020,121, $6550.77 
1155,1148,1/25/2020,147, $5386.46 
1403,1148,10/23/2020,154, $9488.90 
1724,1148,11/5/2020,120, $5859.09 
2083,1148,2/18/2020,113, $8396.28 
2360,1148,3/21/2020,134, $9467.37 
2412,1148,3/27/2020,142, $8729.50 
3814,1148,9/17/2020,105, $8147.00 
1055,1149,1/15/2020,109, $9426.41 
1083,1149,1/17/2020,111, $3389.73 
1102,1149,1/19/2020,111, $6528.94 
1888,1149,12/27/2019,133, $5502.20 
2181,1149,2/3/2020,139, $9120.50 
2648,1149,4/26/2020,148, $3098.76 
2662,1149,4/27/2020,106, $6731.07 
3256,1149,6/8/2020,145, $7379.33 
3496,1149,8/1/2020,121, $3834.22 
3725,1149,8/6/2020,109, $9427.19 
1476,1152,10/31/2020,110, $3998.40 
1799,1152,12/13/2019,154, $8130.65 
1899,1152,12/28/2019,145, $9169.78 
2570,1152,4/16/2020,115, $6046.62 
2649,1152,4/26/2020,157, $4230.18 
2676,1152,4/28/2020,113, $7142.17 
2759,1152,5/1/2020,119, $9658.67 
2798,1152,5/14/2020,129, $6556.46 
2829,1152,5/17/2020,150, $7690.29 
3182,1152,6/25/2020,101, $3511.87 
2253,1154,3/1/2020,110, $5821.31 
2770,1154,5/10/2020,118, $7000.32 
2965,1154,5/4/2020,147, $5386.76 
3510,1154,8/11/2020,109, $9511.28 
3533,1154,8/14/2020,129, $6825.37 
3545,1154,8/16/2020,146, $7548.84 
3623,1154,8/24/2020,143, $4109.58 
3650,1154,8/27/2020,142, $4062.77 
3744,1154,8/8/2020,159, $3471.15 
3815,1154,9/17/2020,149, $3683.31 
1317,1158,10/14/2020,145, $3813.51 
1532,1158,10/9/2020,125, $4675.40 
2236,1158,2/8/2020,134, $3031.22 
2700,1158,4/30/2020,120, $6895.76 
2751,1158,4/9/2020,136, $5091.72 
3102,1158,6/18/2020,112, $5665.92 
3384,1158,7/23/2020,116, $5994.27 
3651,1158,8/27/2020,110, $9844.79 
3771,1158,9/12/2020,103, $5566.38 
3878,1158,9/23/2020,117, $9928.31 
1110,1160,1/2/2020,129, $9777.30 
1199,1160,1/30/2020,123, $9217.21 
1472,1160,10/30/2020,127, $5661.69 
1486,1160,10/4/2020,141, $8653.61 
2061,1160,2/15/2020,112, $7520.13 
2960,1160,5/31/2020,125, $3845.88 
3324,1160,7/16/2020,117, $6255.94 
3563,1160,8/18/2020,151, $3398.01 
3687,1160,8/30/2020,137, $7034.88 
3790,1160,9/14/2020,135, $3278.37 
2336,1161,3/18/2020,126, $7465.86 
2520,1161,4/11/2020,159, $6664.40 
2732,1161,4/7/2020,110, $6952.28 
2760,1161,5/1/2020,147, $6115.86 
2777,1161,5/11/2020,101, $4506.94 
3084,1161,6/16/2020,148, $3811.68 
3112,1161,6/19/2020,137, $3811.91 
3124,1161,6/2/2020,124, $4821.05 
3546,1161,8/16/2020,128, $7490.30 
3785,1161,9/13/2020,115, $4829.91 
1684,1163,11/27/2020,111, $8897.62 
1721,1163,11/4/2020,112, $9170.27 
1756,1163,11/9/2020,160, $4916.98 
2032,1163,2/12/2020,122, $8000.32 
2084,1163,2/18/2020,113, $6998.01 
2085,1163,2/18/2020,155, $3631.13 
2481,1163,3/7/2020,154, $6965.22 
2845,1163,5/18/2020,152, $3718.24 
3511,1163,8/11/2020,132, $3296.49 
3635,1163,8/26/2020,151, $3355.87 
1576,1174,11/14/2020,157, $5542.59 
1883,1174,12/26/2019,102, $5953.94 
2182,1174,2/3/2020,145, $3193.31 
2398,1174,3/25/2020,146, $8093.16 
2555,1174,4/15/2020,137, $5415.76 
2663,1174,4/27/2020,117, $6971.98 
2942,1174,5/3/2020,143, $4466.90 
3411,1174,7/27/2020,156, $7478.74 
3433,1174,7/3/2020,145, $6710.40 
3745,1174,8/8/2020,136, $3629.40 
1071,1175,1/16/2020,135, $3652.88 
1818,1175,12/16/2019,111, $3991.99 
2033,1175,2/12/2020,110, $5604.47 
2183,1175,2/3/2020,159, $7823.02 
2361,1175,3/21/2020,113, $8796.94 
2607,1175,4/20/2020,128, $3271.66 
3234,1175,6/4/2020,129, $4321.81 
3257,1175,6/8/2020,137, $5700.21 
3879,1175,9/23/2020,119, $5728.60 
3895,1175,9/25/2020,129, $4310.96 
1056,1177,1/15/2020,132, $6972.36 
1709,1177,11/3/2020,125, $8417.08 
2013,1177,2/1/2020,138, $7943.93 
2510,1177,4/1/2020,129, $5164.19 
2556,1177,4/15/2020,104, $4945.49 
2571,1177,4/16/2020,154, $9092.87 
3235,1177,6/4/2020,158, $5819.76 
3483,1177,7/8/2020,115, $3068.71 
3490,1177,7/9/2020,128, $3563.84 
3665,1177,8/28/2020,148, $9272.69 
2014,1179,2/1/2020,106, $6760.61 
2381,1179,3/23/2020,142, $5492.21 
2421,1179,3/28/2020,117, $9158.53 
2578,1179,4/17/2020,105, $4511.14 
2608,1179,4/20/2020,128, $6409.52 
2830,1179,5/17/2020,154, $4531.30 
3200,1179,6/28/2020,148, $9419.30 
3450,1179,7/4/2020,157, $4764.73 
3772,1179,9/12/2020,102, $7090.08 
3816,1179,9/17/2020,147, $3939.77 
1238,1180,1/7/2020,120, $3242.51 
1239,1180,1/7/2020,137, $6243.99 
1384,1180,10/21/2020,110, $4645.75 
1804,1180,12/14/2019,123, $9457.79 
1838,1180,12/2/2019,106, $4550.19 
2136,1180,2/24/2020,147, $7899.60 
2227,1180,2/7/2020,114, $8707.71 
2538,1180,4/13/2020,131, $6215.49 
2616,1180,4/21/2020,151, $6686.87 
3612,1180,8/23/2020,107, $6684.70 
1127,1185,1/21/2020,103, $6796.05 
1591,1185,11/16/2020,123, $9337.51 
1757,1185,11/9/2020,159, $3251.41 
1830,1185,12/18/2019,111, $9314.42 
2579,1185,4/17/2020,138, $4402.35 
3412,1185,7/27/2020,102, $9292.34 
3512,1185,8/11/2020,101, $8938.90 
3912,1185,9/27/2020,113, $7474.36 
3947,1185,9/30/2020,137, $7159.90 
3992,1185,9/9/2020,135, $6475.08 
1385,1186,10/21/2020,125, $3317.73 
1620,1186,11/2/2020,145, $5169.29 
1740,1186,11/7/2020,135, $7085.34 
1805,1186,12/14/2019,117, $7253.86 
